Title,ID,Date,Class,Category,Author,ISBN,Publisher,Pub_Date,Order_Time,Count,Cart,Cart_Date,Device,Address1,Address2,user_purchase_count,book_sell_count
나는 아직도 사람이 어렵다,1007,20141111,주문,인문,"<강은호>,<김종철> 공저",9788954626019,문학동네,20141006.0,20,1,N,,기기PID_PC,경기도,의정부시,5,14
책은 도끼다,1204,20141228,주문,인문,<박웅현> 저,9788956055466,북하우스,20111010.0,17,1,N,,기기PID_PC,경상남도,김해시,1,224
단단한 독서,1327,20141230,주문,인문,<에밀 파게> 저/<최성웅> 역,9791185152134,유유,20141024.0,21,1,N,,기기PID_PC,대구광역시,남구,1,10
나르시시즘의 심리학,1356,20140519,주문,인문,<샌디 호치키스> 저/<이세진> 역,9788991799202,교양인,20061030.0,15,1,N,,모바일웹,경기도,용인시 수지구,1,9
뉴스의 시대,1395,20140822,주문,인문,<알랭 드 보통> 저/<최민우> 역,9788954625241,문학동네,20140730.0,12,1,N,,기기PID_PC,경상남도,김해시,1,135
철학이 필요한 시간,1442,20140714,주문,인문,<강신주> 저,9788958285342,사계절,20110215.0,0,1,N,,기기PID_PC,경상북도,성주군,1,144
쿤 & 포퍼,1500,20140801,주문,인문,<장대익> 저,9788934921318,김영사,20080609.0,12,1,N,,기기PID_PC,서울특별시,노원구,1,7
여덟 단어,1533,20140326,주문,인문,<박웅현> 저,9788956056531,북하우스,20130520.0,21,1,N,,그 외,인천광역시,서구,2,342
너는 나에게 상처를 줄 수 없다,1533,20140519,주문,인문,<배르벨 바르데츠키> 저/<두행숙> 역,9788901161198,걷는나무,20131120.0,23,1,N,,모바일웹,인천광역시,서구,2,188
도덕감정론,1558,20140425,주문,인문,"<애덤 스미스> 저/<박세일>,<민경국> 공역",9788937603686,비봉출판사(BBbooks),20091111.0,13,1,N,,기기PID_PC,경상북도,포항시 북구,12,7
오성에 관하여,1558,20140701,주문,인문,데이비드 흄 저/이준호 역,9788930610223,서광사,19941130.0,10,1,N,,기기PID_PC,경상북도,포항시 북구,12,1
데이비드 흄,1558,20141117,주문,인문,<이준호> 저,9788952204370,살림출판사,20050930.0,9,1,N,,기기PID_PC,경상북도,포항시 북구,12,2
수사학 1,1558,20140901,주문,인문,<이종오> 역,9788995748787,리젬,20070413.0,9,1,N,,기기PID_PC,경상북도,포항시 북구,12,2
수사학 2,1558,20140901,주문,인문,<이종오> 역,9788992826105,리젬,20070825.0,9,1,N,,기기PID_PC,경상북도,포항시 북구,12,1
심리학의 즐거움,1580,20141110,주문,인문,<김문성> 저,9788993335347,휘닉스Dream,20110314.0,16,1,N,,기기PID_PC,서울특별시,관악구,1,307
뉴스의 시대,1622,20140812,주문,인문,<알랭 드 보통> 저/<최민우> 역,9788954625241,문학동네,20140730.0,12,1,N,,안드로이드커머스앱,충청북도,청주시 흥덕구,1,135
기적의 고전 독서법,1638,20141105,주문,인문,<김병완> 저,9788997827541,북씽크,20140910.0,0,1,N,,모바일웹,경상북도,영주시,2,61
논어,1638,20140821,주문,인문,<공자> 저/<고전연구회> 역,9788997213627,더클래식,20120629.0,21,1,N,,모바일웹,경상북도,영주시,2,341
철학이 필요한 시간,1682,20140403,주문,인문,<강신주> 저,9788958285342,사계절,20110215.0,22,1,Y,20141027.0,그 외,부산광역시,해운대구,1,144
명심보감,1765,20140818,주문,인문,추적 엮음/백선혜 역,9788970650388,홍익출판사,20050418.0,22,1,N,,기기PID_PC,충청남도,예산군,1,77
심리의 책,1955,20140605,주문,인문,"<캐서린 콜린> 등저/<이경희>,<박유진>,<이시은> 등저",9788962602999,지식갤러리,20110615.0,22,1,N,,기기PID_PC,경기도,안산시 상록구,2,27
미학 오디세이 20주년 기념판 세트,1955,20140911,주문,인문,<진중권> 저,9788958626770,휴머니스트,20140113.0,18,1,N,,기기PID_PC,경기도,안산시 상록구,2,15
삶과 문명의 눈부신 비전 열하일기,2039,20140116,주문,인문,<고미숙> 저/<박지원> 원저,9788998066024,작은길,20121109.0,21,1,N,,그 외,충청남도,보령시,1,5
생각의 지도,2046,20140329,주문,인문,<리처드 니스벳> 저/<최인철> 역,9788934914488,김영사,20040413.0,20,1,N,,그 외,경기도,안산시 상록구,1,43
심리학 콘서트 스페셜 세트,2198,20141019,주문,인문,<다고 아키라> 저/<장하영> 역,9788997790449,스타북스,20130812.0,20,1,N,,기기PID_PC,부산광역시,남구,1,190
고전문학 읽은 척 매뉴얼,2235,20141215,주문,인문,<김용석> 저,9788963051291,멘토르,20140731.0,13,1,N,,기기PID_PC,서울특별시,강북구,1,29
철학 VS 철학,2252,20141216,주문,인문,<강신주> 저,9788976823434,그린비,20100225.0,18,1,N,,기기PID_PC,경기도,안산시 단원구,3,30
손자병법,2252,20140424,주문,인문,<손자> 저/<김원중> 역,9788993905649,글항아리,20110627.0,22,1,N,,기기PID_PC,경기도,안산시 단원구,3,43
여자에겐 보내지 않은 편지가 있다,2252,20141216,주문,인문,<대리언 리더> 저/<김종엽> 역,9788954610773,문학동네,20100326.0,18,1,N,,기기PID_PC,경기도,안산시 단원구,3,1
"라플라스의 악마, 철학을 묻다",2380,20140408,주문,인문,<최훈> 저,9788964620014,뿌리와이파리,20100226.0,23,1,N,,그 외,광주광역시,서구,1,6
뉴스의 시대,2381,20140917,주문,인문,<알랭 드 보통> 저/<최민우> 역,9788954625241,문학동네,20140730.0,23,1,N,,기기PID_PC,충청북도,청주시 서원구,2,135
행복의 기원,2381,20140826,주문,인문,<서은국> 저,9788950955779,21세기북스,20140522.0,11,1,N,,기기PID_PC,충청북도,청주시 서원구,2,56
감정 사용 설명서,2385,20141118,주문,인문,"<롤프 메르클레>,<도리스 볼프> 공저/<유영미> 역",9788996300724,생각의날개,20100330.0,19,1,N,,기기PID_PC,경기도,용인시 기흥구,1,21
심리학이 연애를 말하다,2420,20140303,주문,인문,<이철우> 저,9788991239449,북로드,20080618.0,21,1,N,,그 외,충청남도,천안시 동남구,2,8
사랑받을 권리,2420,20140303,주문,인문,<일레인 N. 아론> 저/<고빛샘> 역,9788901110158,웅진지식하우스,20100726.0,21,1,N,,그 외,충청남도,천안시 동남구,2,5
나는 아직도 사람이 어렵다,2471,20141121,주문,인문,"<강은호>,<김종철> 공저",9788954626019,문학동네,20141006.0,21,1,N,,기기PID_PC,전라남도,나주시,1,14
방법서설/성찰/철학의 원리/정념론,2484,20140113,주문,인문,<R. 데카르트> 저/<소두영> 역,9788949704432,동서문화사,20071201.0,17,1,N,,그 외,충청남도,부여군,1,5
법의 정신,2551,20140203,주문,인문,<몽테스키외> 저/<이명성> 역,9788970556789,홍신문화사,20060910.0,0,1,N,,그 외,서울특별시,강남구,2,14
키케로의 의무론,2551,20140203,주문,인문,<키케로> 저/<허승일> 역,9788930606240,서광사,20061030.0,0,1,N,,그 외,서울특별시,강남구,2,5
도덕적 인간은 왜 나쁜 사회를 만드는가,2559,20140520,주문,인문,<로랑 베그> 저/<이세진> 역,9788960513624,부키,20131220.0,22,1,N,,기기PID_PC,서울특별시,마포구,1,76
괴물딴지 미스터리 사전,2571,20140811,주문,인문,<유상현> 저/<신동민> 그림,9788973377602,해냄,20060801.0,17,1,N,,기기PID_PC,대구광역시,달서구,1,1
나는 생각이 너무 많아,2590,20140530,주문,인문,<크리스텔 프티콜랭> 저/<이세진> 역,9788960513914,부키,20140520.0,20,1,N,,기기PID_PC,인천광역시,연수구,1,39
여덟 단어,2618,20140320,주문,인문,<박웅현> 저,9788956056531,북하우스,20130520.0,0,1,N,,그 외,강원도,삼척시,1,342
왜 우리는 불평등을 감수하는가?,2686,20140903,주문,인문,<지그문트 바우만> 저/<안규남> 역,9788972976950,동녘,20130830.0,11,1,N,,기기PID_PC,경기도,수원시 장안구,1,16
어젯밤 꿈이 당신에게 말하는 것,3105,20140219,주문,인문,<김현철> 저,9788994013749,나무의철학,20131125.0,20,1,N,,그 외,광주광역시,북구,2,12
심리학 콘서트 스페셜 세트,3105,20140421,주문,인문,<다고 아키라> 저/<장하영> 역,9788997790449,스타북스,20130812.0,1,1,N,,그 외,광주광역시,북구,2,190
사후세계의 비밀,3161,20140220,주문,인문,<마이클 팀> 저/<김자성> 역,9788992162524,허원미디어,20130510.0,11,1,N,,그 외,경상북도,영주시,1,3
대통령의 글쓰기,3168,20140719,주문,인문,<강원국> 저,9788994612959,메디치미디어,20140225.0,21,1,N,,기기PID_PC,전라남도,장성군,1,208
너는 나에게 상처를 줄 수 없다,3233,20140105,주문,인문,<배르벨 바르데츠키> 저/<두행숙> 역,9788901161198,걷는나무,20131120.0,16,1,N,,그 외,경기도,화성시,1,188
리바이어던 1,3253,20140317,주문,인문,<토머스 홉스> 저/<진석용> 역,9788930083379,나남,20080825.0,19,1,N,,그 외,인천광역시,연수구,2,2
통치론,3253,20140329,주문,인문,<존 로크> 저/<강정인> 등역,9788972914280,까치(까치글방),20070615.0,23,1,N,,그 외,인천광역시,연수구,2,8
고독을 잃어버린 시간,3348,20140521,주문,인문,"<지그문트 바우만> 저/<조은평>,<강지은> 공역",9788972976790,동녘,20120814.0,0,1,N,,기기PID_PC,경기도,안산시 상록구,1,20
놓치기 아까운 젊은 날의 책들,3459,20141126,주문,인문,<최보기> 저,9788997385331,모아북스,20130805.0,20,1,N,,기기PID_PC,울산광역시,북구,2,1
나는 누구인가,3459,20141126,주문,인문,"<강신주>,<고미숙>,<김상근>,<슬라보예 지젝>,<이태수>,<정용석>,<최진석> 등저",9788950966706,21세기북스,20140820.0,20,1,N,,기기PID_PC,울산광역시,북구,2,71
지식 e 6,3503,20140818,주문,인문,<EBS 지식채널ⓔ> 저,9788956055084,북하우스,20110222.0,23,1,N,,기기PID_PC,경기도,안산시 상록구,1,8
노자의 목소리로 듣는 도덕경,3528,20140915,주문,인문,<최진석> 저,9788971393185,소나무,20011231.0,18,1,N,,기기PID_PC,서울특별시,송파구,3,26
저것을 버리고 이것을,3528,20140915,주문,인문,<최진석> 저,9788971395875,소나무,20140714.0,18,1,N,,기기PID_PC,서울특별시,송파구,3,5
인간이 그리는 무늬,3528,20140915,주문,인문,<최진석> 저,9788971390849,소나무,20130506.0,18,1,N,,기기PID_PC,서울특별시,송파구,3,62
강신주의 감정수업,3595,20140210,주문,인문,<강신주> 저,9788937488351,민음사,20131115.0,18,1,N,,그 외,전라남도,광양시,1,590
심리학 콘서트 스페셜 세트,3611,20141023,주문,인문,<다고 아키라> 저/<장하영> 역,9788997790449,스타북스,20130812.0,21,1,N,,기기PID_PC,경상북도,경산시,1,190
시로 풀어쓴 채근담,3637,20140310,주문,인문,<홍자성> 저/<전재동> 편,9788994938141,북허브,20131205.0,23,1,N,,그 외,충청남도,천안시 동남구,1,4
상처받지 않을 권리,3765,20140828,주문,인문,<강신주> 저,9788901097671,프로네시스,20090630.0,7,1,N,,모바일웹,서울특별시,송파구,3,181
심리학의 즐거움,3765,20140823,주문,인문,<김문성> 저,9788993335347,휘닉스Dream,20110314.0,2,1,N,,모바일웹,서울특별시,송파구,3,307
너는 나에게 상처를 줄 수 없다,3765,20140823,주문,인문,<배르벨 바르데츠키> 저/<두행숙> 역,9788901161198,걷는나무,20131120.0,2,1,N,,모바일웹,서울특별시,송파구,3,188
상처받지 않을 권리,3781,20140723,주문,인문,<강신주> 저,9788901097671,프로네시스,20090630.0,7,1,N,,기기PID_PC,경기도,안산시 단원구,2,181
싸우는 인문학,3781,20140201,주문,인문,"<강양구>,<강유정>,<강응천>,<김원>,<김태환>,<노정태>,<맹정현>,<서동욱>,<서동진> 등저",9788983714794,반비,20120125.0,20,1,N,,그 외,경기도,안산시 단원구,2,2
파리의 심리학 카페,3804,20141112,주문,인문,<모드 르안> 저/<김미정> 역,9788901166582,갤리온,20141107.0,9,1,N,,기기PID_PC,광주광역시,남구,1,37
미술치료 요리책,3811,20140911,주문,인문,<주리애> 저,9788961961608,아트북스,20140228.0,20,1,N,,기기PID_PC,경기도,안산시 상록구,1,6
나는 아직도 사람이 어렵다,3812,20141123,주문,인문,"<강은호>,<김종철> 공저",9788954626019,문학동네,20141006.0,22,1,N,,기기PID_PC,광주광역시,광산구,1,14
비폭력대화,3879,20141106,주문,인문,<마셜 B. 로젠버그> 저/<캐서린 한> 역,9788996104858,한국NVC센터,20110124.0,19,1,N,,기기PID_PC,광주광역시,북구,4,78
여덟 단어,3879,20141106,주문,인문,<박웅현> 저,9788956056531,북하우스,20130520.0,19,1,N,,기기PID_PC,광주광역시,북구,4,342
책은 도끼다,3879,20141106,주문,인문,<박웅현> 저,9788956055466,북하우스,20111010.0,19,1,N,,기기PID_PC,광주광역시,북구,4,224
뉴스의 시대,3879,20140806,주문,인문,<알랭 드 보통> 저/<최민우> 역,9788954625241,문학동네,20140730.0,23,1,N,,기기PID_PC,광주광역시,북구,4,135
다중지능,3881,20140815,주문,인문,<하워드 가드너> 저/<문용린> 등역,9788901070278,웅진지식하우스,20070903.0,23,1,N,,기기PID_PC,경상남도,김해시,3,11
상처받지 않을 권리,3881,20140520,주문,인문,<강신주> 저,9788901097671,프로네시스,20090630.0,21,1,N,,기기PID_PC,경상남도,김해시,3,181
한국인은 무엇으로 사는가,3881,20140815,주문,인문,<탁석산> 저,9788936471545,창비,20081110.0,23,1,N,,기기PID_PC,경상남도,김해시,3,1
범죄의 해부학,3895,20141120,주문,인문,<마이클 스톤> 저/<허형은> 역,9788963704128,다산초당,20100907.0,20,1,N,,모바일웹,경상남도,통영시,2,21
"인문학, 기호학을 말하다",3895,20140321,주문,인문,<송효섭> 저,9788994228594,이숲,20130301.0,7,1,N,,그 외,경상남도,통영시,2,2
이웃집 사이코패스,3915,20140710,주문,인문,<폴 롤랜드> 저/<최수묵> 편역,9788970908137,동아일보사,20100803.0,17,1,N,,기기PID_PC,서울특별시,관악구,1,3
헝그리 플래닛,3954,20140903,주문,인문,"<피터 멘젤>,<페이스 달뤼시오> 공저/<김승진>,<홍은택> 공역",9788991141360,윌북(willbook),20080305.0,16,1,N,,모바일웹,충청남도,금산군,2,4
칼로리 플래닛,3954,20141105,주문,인문,"<피터 멘젤>,<페이스 달뤼시오> 공저/<김승진>,<홍은택> 공역",9788991141711,윌북(willbook),20110810.0,15,1,N,,기기PID_PC,충청남도,금산군,2,4
사람들 앞에 서면 나는 왜 작아질까,3994,20140730,주문,인문,"<크리스토프 앙드레>,<파트릭 레제롱> 공저/<유정애> 역",9788960173514,민음인,20140307.0,0,1,N,,기기PID_PC,부산광역시,해운대구,2,7
나는 왜 나를 사랑하지 못할까,3994,20140730,주문,인문,<롤프 메르클레> 저/<유영미> 역,9791185428024,생각의날개,20140324.0,0,1,N,,기기PID_PC,부산광역시,해운대구,2,10
이야기 동양신화 중국편,3995,20140405,주문,인문,<정재서> 저,9788934939900,김영사,20100621.0,20,1,N,,그 외,광주광역시,광산구,2,2
안인희의 북유럽 신화 세트,3995,20140405,주문,인문,<안인희> 저,9788901063041,웅진지식하우스,20110707.0,20,1,N,,그 외,광주광역시,광산구,2,11
지식인의 두 얼굴,3999,20140329,주문,인문,<폴 존슨> 저/<윤철희> 역,9788932452333,을유문화사,20050228.0,0,1,Y,20140328.0,그 외,경상북도,청도군,1,2
논리적 추론과 증명,4013,20140905,주문,인문,<이병덕> 저,9788956440989,EJB(이제이북스),20080226.0,21,1,N,,기기PID_PC,경기도,의정부시,3,6
사이언스 이즈 컬처,4013,20140225,주문,인문,"<노암 촘스키>,<에드워드 윌슨>,<스티븐 핑커> 등저/<이창희> 역/<애덤 블라이> 기획",9788962620610,동아시아,20121207.0,17,1,N,,그 외,경기도,의정부시,3,3
강신주의 감정수업,4013,20140310,주문,인문,<강신주> 저,9788937488351,민음사,20131115.0,13,1,N,,그 외,경기도,의정부시,3,590
만들어진 신,4028,20141222,주문,인문,<리처드 도킨스> 저/<이한음> 역,9788934926184,김영사,20070720.0,17,1,N,,기기PID_PC,서울특별시,강서구,1,27
독서불패,4031,20140119,주문,인문,<김정진> 저,9788995623404,자유로,20050215.0,21,11,N,,그 외,전라북도,전주시 덕진구,34,13
독서불패,4031,20140301,주문,인문,<김정진> 저,9788995623404,자유로,20050215.0,22,8,N,,그 외,경기도,용인시 처인구,34,13
퇴계에게 공부법을 배우다,4031,20140429,주문,인문,<설흔> 저,9788959134007,예담,20090910.0,12,7,N,,기기PID_PC,경기도,용인시 처인구,34,8
내 인생의 자서전 쓰는 법,4031,20140410,주문,인문,<린다 스펜스> 저/<황지현> 역,9788992975001,고즈윈,20080105.0,12,1,N,,그 외,경기도,용인시 처인구,34,2
다빈치의 인문공부,4031,20140403,주문,인문,<슈테판 클라인> 저/<유영미> 역,9788901097558,웅진지식하우스,20090629.0,11,1,N,,그 외,경기도,용인시 처인구,34,5
자기발견을 위한 자서전 쓰기 특강,4031,20140403,주문,인문,<이남희> 저,9788994054018,연암서가,20091010.0,22,1,N,,그 외,경기도,용인시 처인구,34,2
독서불패,4031,20141017,주문,인문,<김정진> 저,9788995623404,자유로,20050215.0,10,1,N,,기기PID_PC,충청남도,공주시,34,13
사색의 즐거움,4031,20140821,주문,인문,"<위치우위> 저/<심규호>,<유소영> 공역",9788988350966,이다미디어,20100512.0,7,1,N,,기기PID_PC,경기도,용인시 처인구,34,18
인문의 바다에 빠져라,4031,20140917,주문,인문,<최진기> 저,9788996634256,스마트북스,20121025.0,14,1,N,,기기PID_PC,경기도,용인시 처인구,34,85
인문의 바다에 빠져라,4031,20140917,주문,인문,<최진기> 저,9788996634256,스마트북스,20121025.0,14,1,N,,기기PID_PC,충청북도,증평군,34,85
"추사의 마지막 편지, 나를 닮고 싶은 너에게",4031,20140429,주문,인문,<설흔> 저,9788960865914,위즈덤하우스,20130325.0,12,1,N,,기기PID_PC,경기도,용인시 처인구,34,1
청춘의 커리큘럼,4031,20140205,주문,인문,<이계삼> 저,9788997090150,한티재,20130325.0,19,1,N,,그 외,경기도,용인시 처인구,34,6
인문학은 밥이다,4031,20140619,주문,인문,<김경집> 저,9788925551562,알에이치코리아(RHK),20131011.0,16,1,N,,기기PID_PC,경기도,용인시 처인구,34,34
글쓰기 좋은 질문 642,4031,20140930,주문,인문,<샌프란시스코 작가집단 그로토(Grotto)> 저/<박용호> 역,9791195023233,큐리어스,20131130.0,15,1,N,,기기PID_PC,경기도,용인시 처인구,34,22
인문학 스터디,4031,20140116,주문,인문,<마크 C. 헨리> 저/<강유원> 등편역,9788996056133,라티오,20090115.0,8,1,N,,그 외,경기도,용인시 처인구,34,4
세상물정의 사회학,4031,20140417,주문,인문,<노명우> 저,9788958287155,사계절,20131230.0,11,1,N,,그 외,충청북도,증평군,34,54
내가 공부하는 이유,4031,20140821,주문,인문,<사이토 다카시> 저/<오근영> 역,9788901165196,걷는나무,20140616.0,7,1,N,,기기PID_PC,경기도,용인시 처인구,34,155
퇴계에게 공부법을 배우다,4031,20141209,주문,인문,<설흔> 저,9788959134007,예담,20090910.0,9,1,N,,기기PID_PC,서울특별시,서대문구,34,8
퇴계에게 공부법을 배우다,4031,20140205,주문,인문,<설흔> 저,9788959134007,예담,20090910.0,20,11,N,,그 외,전라북도,전주시 덕진구,34,8
심리학의 즐거움,4031,20141107,주문,인문,<김문성> 저,9788993335347,휘닉스Dream,20110314.0,15,1,N,,기기PID_PC,경기도,용인시 처인구,34,307
"마흔 이후, 인생길",4031,20140810,주문,인문,<한기호> 저,9791130603315,다산초당,20140718.0,17,1,N,,기기PID_PC,경기도,용인시 처인구,34,15
고종석의 문장 2,4031,20140930,주문,인문,<고종석> 저,9791185430324,알마,20140915.0,15,1,N,,기기PID_PC,경기도,용인시 처인구,34,20
내 인생의 논어 그 사람 공자,4031,20140917,주문,인문,<이덕일> 저,9788993952407,옥당,20120410.0,14,1,N,,기기PID_PC,경기도,용인시 처인구,34,8
인문학은 행복한 놀이다,4031,20140403,주문,인문,<김무영> 저,9788965290322,사이다,20131030.0,11,1,N,,그 외,경기도,용인시 처인구,34,4
엔지니어의 인문학 수업,4031,20140704,주문,인문,<새뮤얼 플러먼> 저/<김명남> 역,9791185152097,유유,20140614.0,23,1,N,,기기PID_PC,경기도,용인시 처인구,34,3
세상물정의 사회학,4031,20140221,주문,인문,<노명우> 저,9788958287155,사계절,20131230.0,13,1,N,,그 외,경기도,용인시 처인구,34,54
강신주의 감정수업,4031,20140116,주문,인문,<강신주> 저,9788937488351,민음사,20131115.0,8,1,N,,그 외,경기도,용인시 처인구,34,590
죽음의 수용소에서,4069,20140122,주문,인문,<빅터 프랭클> 저/<이시형> 역,9788936803261,청아출판사,20050810.0,0,1,N,,그 외,서울특별시,강남구,2,63
토드를 위한 심리상담,4069,20140517,주문,인문,<로버트 드 보드> 저/<고연수> 역,9788991799783,교양인,20121221.0,4,1,N,,기기PID_PC,서울특별시,강남구,2,1
근사록,4087,20140208,주문,인문,"주희, 여조겸 편",9788970657035,홍익출판사,19980831.0,21,1,N,,그 외,부산광역시,남구,11,1
전습록 2,4087,20140208,주문,인문,<왕양명> 저/<정인재> 등역,9788961270038,청계,20070530.0,21,1,N,,그 외,부산광역시,남구,11,5
전습록 1,4087,20140208,주문,인문,<왕양명> 저/<정인재> 등역,9788961270021,청계,20070530.0,21,1,N,,그 외,부산광역시,남구,11,6
묵자,4087,20140208,주문,인문,묵적,9788970657110,홍익출판사,19990430.0,21,1,N,,그 외,부산광역시,남구,11,3
"아픈 영혼, 책을 만나다",4101,20140210,주문,인문,<김영아> 저,9788991097940,삼인,20090605.0,12,1,N,,그 외,서울특별시,광진구,1,5
철학자의 디자인 공부,4164,20141125,주문,인문,<스테판 비알> 저/<이소영> 역,9788993941890,홍시커뮤니케이션,20140310.0,14,1,N,,기기PID_PC,서울특별시,용산구,2,4
미술치료 요리책,4164,20141125,주문,인문,<주리애> 저,9788961961608,아트북스,20140228.0,14,1,N,,기기PID_PC,서울특별시,용산구,2,6
강의,4200,20140304,주문,인문,<신영복> 저,9788971992029,돌베개,20041212.0,23,1,N,,그 외,경기도,수원시 장안구,1,40
인간과 상징,4231,20141114,주문,인문,<카를 G. 융> 등저/<이윤기> 역,9788932910253,열린책들,20091215.0,16,1,N,,기기PID_PC,광주광역시,북구,3,30
심리학의 즐거움,4231,20141114,주문,인문,<김문성> 저,9788993335347,휘닉스Dream,20110314.0,16,1,N,,기기PID_PC,광주광역시,북구,3,307
서울은 깊다,4231,20140120,주문,인문,<전우용> 저,9788971993095,돌베개,20080502.0,15,1,N,,그 외,광주광역시,동구,3,4
천국의 세계,4241,20140409,주문,인문,<구사오 다쿠미> 저/<박은희> 역/<서영철> 그림,9788958972075,삼양미디어,20110210.0,18,1,N,,그 외,경상남도,거제시,1,1
맹자,4377,20140120,주문,인문,<맹자> 저/<박경환> 역,9788970650357,홍익출판사,20050411.0,9,1,N,,그 외,충청북도,영동군,2,43
성학집요,4377,20140120,주문,인문,<율곡 이이> 저/<김태완> 역,9788992492126,청어람미디어,20070905.0,9,1,N,,그 외,충청북도,영동군,2,18
글 고치기 전략,4431,20141103,주문,인문,<장하늘> 저,9788991147539,다산초당,20060318.0,23,1,N,,기기PID_PC,서울특별시,도봉구,1,38
아인슈타인과 문워킹을,4440,20140310,주문,인문,<조슈아 포어> 저/<류현> 역,9788901127217,이순,20110812.0,8,1,N,,그 외,서울특별시,양천구,1,14
얼굴의 심리학,4480,20141001,주문,인문,<폴 에크먼> 저/<이민아> 역,9788955613476,바다출판사,20061002.0,17,1,N,,기기PID_PC,강원도,속초시,3,7
헤르만 헤세의 독서의 기술,4480,20141001,주문,인문,<헤르만 헤세> 저/<김지선> 역,9788958071594,뜨인돌,20061028.0,17,1,N,,기기PID_PC,강원도,속초시,3,5
